没什么用拿来占位的第一行，这是第8个文件
0,884,12,80
1,735,53,21
2,353,1,61
3,868,27,42
4,427,36,28
5,172,43,27
6,300,36,54
7,713,58,77
8,454,9,37
9,371,7,44
10,422,44,63
11,90,2,26
12,193,40,12
13,442,7,50
14,852,25,61
15,226,14,23
16,305,34,77
17,623,16,74
18,946,45,39
19,138,11,43
20,739,41,7
21,676,12,75
22,896,57,6
23,508,52,79
24,951,52,10
25,146,11,47
26,747,59,86
27,769,61,22
28,672,10,63
29,925,13,65
30,498,39,84
31,924,34,33
32,991,52,20
33,349,31,2
34,567,0,19
35,73,55,12
36,38,53,86
37,464,26,25
38,417,33,79
39,996,21,17
40,277,55,46
41,329,56,64
42,946,24,71
43,615,60,86
44,835,49,56
45,753,11,41
46,298,22,54
47,422,56,7
48,803,60,44
49,683,21,36
50,254,10,19
51,254,2,78
52,655,11,27
53,760,30,28
54,725,48,3
55,499,53,24
56,933,56,57
57,773,56,7
58,786,44,69
59,645,38,37
60,626,45,61
61,225,45,50
62,71,7,22
63,801,47,3
64,115,7,65
65,933,11,61
66,974,54,81
67,979,0,27
68,413,1,10
69,338,28,15
70,807,35,48
71,392,19,77
72,774,33,62
73,601,39,64
74,784,34,82
75,213,6,76
76,938,27,79
77,959,53,57
78,346,19,9
79,605,45,56
80,419,27,68
81,41,37,63
82,75,12,17
83,825,26,41
84,106,45,77
85,290,55,24
86,876,48,87
87,851,14,54
88,285,11,9
89,666,20,14
90,287,16,18
91,125,44,72
92,756,23,60
93,251,21,74
94,58,23,37
95,994,32,84
96,641,61,24
97,322,38,14
98,369,24,74
99,490,19,30
100,77,49,62
101,586,29,61
102,408,34,78
103,20,39,87
104,670,16,57
105,845,1,69
106,406,59,15
107,641,31,62
108,508,31,84
109,57,18,2
110,892,33,45
111,432,44,11
112,68,24,50
113,875,47,82
114,677,13,53
115,637,29,31
116,339,24,41
117,714,48,2
118,262,50,46
119,265,40,1
120,742,42,53
121,329,7,37
122,800,40,9
123,261,38,44
124,315,20,16
125,19,10,64
126,718,38,83
127,53,44,7
128,697,1,25
129,19,55,36
130,859,40,60
131,294,5,72
132,261,38,29
133,521,48,8
134,740,14,87
135,940,10,63
136,317,39,2
137,277,36,78
138,460,30,4
139,76,52,38
140,183,60,77
141,24,21,9
142,678,42,2
143,212,22,26
144,204,7,59
145,979,8,58
146,524,56,62
147,529,49,15
148,357,38,84
149,971,5,63
150,933,56,29
151,40,45,36
152,619,39,32
153,119,18,10
154,502,14,13
155,84,48,56
156,881,7,12
157,964,47,51
158,681,29,84
159,433,14,49
160,589,54,67
161,655,5,23
162,629,58,68
163,123,60,48
164,657,59,56
165,618,8,84
166,649,37,20
167,67,0,39
168,147,57,38
169,350,51,11
170,806,35,3
171,346,3,84
172,697,40,87
173,834,0,85
174,23,25,24
175,764,0,35
176,91,53,87
177,527,55,67
178,248,51,77
179,667,20,18
180,402,27,31
181,738,0,58
182,417,47,54
183,354,18,34
184,75,56,8
185,377,49,67
186,400,45,4
187,672,51,76
188,509,50,72
189,942,13,61
190,405,10,18
191,484,37,74
192,891,37,84
193,550,4,29
194,288,60,27
195,112,17,46
196,289,0,82
197,171,52,59
198,824,42,7
199,395,29,43
200,584,1,11
201,196,53,70
202,633,1,60
203,887,9,49
204,495,14,36
205,479,41,35
206,602,26,80
207,306,22,76
208,469,18,2
209,987,6,30
210,581,5,65
211,302,40,52
212,239,51,56
213,807,17,18
214,63,20,75
215,378,52,44
216,184,38,87
217,529,19,17
218,83,50,82
219,60,54,77
220,400,44,78
221,507,30,78
222,866,46,72
223,718,8,48
224,613,44,33
225,542,28,45
226,264,37,35
227,773,9,5
228,886,56,4
229,131,33,23
230,902,30,33
231,430,48,21
232,262,13,56
233,736,52,31
234,385,46,74
235,56,11,37
236,579,47,33
237,205,57,64
238,942,60,6
239,907,12,43
240,438,43,30
241,467,32,15
242,297,17,59
243,164,50,33
244,228,20,27
245,902,11,42
246,564,14,20
247,397,0,39
248,282,51,36
249,653,33,76
250,569,58,61
251,781,48,52
252,148,28,48
253,534,48,16
254,8,49,13
255,183,14,61
256,952,35,24
257,577,21,23
258,832,47,62
259,304,39,41
260,773,32,77
261,842,52,13
262,590,27,34
263,981,28,39
264,398,48,34
265,930,4,5
266,280,33,83
267,81,60,16
268,187,13,56
269,241,16,10
270,799,18,16
271,1000,2,16
272,312,57,15
273,31,17,81
274,671,52,55
275,461,0,50
276,356,55,22
277,217,45,60
278,791,29,29
279,712,58,51
280,280,42,29
281,769,33,6
282,254,21,42
283,938,31,81
284,3,45,59
285,456,53,68
286,536,5,65
287,841,57,82
288,300,45,53
289,744,14,25
290,828,1,38
291,677,39,82
292,780,54,65
293,78,12,29
294,255,0,4
295,5,4,17
296,960,25,71
297,401,37,59
298,759,34,12
299,572,27,48
300,730,32,10
301,85,7,81
302,286,10,84
303,644,40,51
304,893,48,38
305,1000,26,11
306,480,34,20
307,337,2,78
308,787,34,54
309,972,37,71
310,251,6,84
311,607,45,27
312,457,58,87
313,406,8,35
314,742,46,38
315,117,31,69
316,42,16,4
317,348,8,3
318,227,60,60
319,682,31,37
320,752,61,55
321,321,22,47
322,712,18,7
323,58,41,71
324,788,39,22
325,509,9,12
326,872,19,67
327,837,28,73
328,508,17,74
329,291,10,87
330,757,42,66
331,340,16,19
332,772,61,10
333,43,7,53
334,795,12,86
335,274,2,59
336,479,5,78
337,240,51,59
338,245,18,78
339,281,0,14
340,23,33,17
341,368,0,83
342,627,8,65
343,904,48,40
344,957,6,50
345,175,54,31
346,731,34,41
347,609,25,6
348,214,33,84
349,772,56,83
350,965,0,22
351,543,53,34
352,532,45,87
353,938,58,5
354,523,11,25
355,426,61,72
356,156,33,87
357,584,6,33
358,249,7,69
359,306,53,87
360,398,31,86
361,281,41,36
362,295,38,42
363,562,19,11
364,478,55,2
365,836,29,5
366,910,8,1
367,530,57,42
368,583,43,12
369,17,45,76
370,762,58,65
371,190,59,67
372,22,45,5
373,234,20,16
374,83,35,50
375,173,32,63
376,383,3,6
377,442,42,68
378,959,48,11
379,851,55,75
380,243,52,81
381,745,43,35
382,253,14,73
383,650,10,84
384,872,26,87
385,441,11,5
386,488,23,73
387,167,30,31
388,61,42,75
389,771,60,14
390,250,14,21
391,600,61,87
392,748,53,72
393,342,28,19
394,942,5,17
395,377,38,58
396,131,31,68
397,113,55,39
398,555,39,4
399,687,30,61
400,231,5,26
401,242,24,41
402,967,22,85
403,75,41,69
404,150,42,77
405,628,54,81
406,681,53,48
407,339,39,62
408,747,49,17
409,511,9,9
410,186,35,17
411,13,53,36
412,737,43,83
413,962,19,65
414,634,51,57
415,680,40,58
416,835,61,65
417,644,7,55
418,271,36,58
419,130,0,54
420,639,19,47
421,104,49,67
422,771,23,10
423,740,59,41
424,704,58,6
425,308,27,79
426,224,2,55
427,288,13,80
428,258,51,11
429,394,33,41
430,381,45,39
431,449,32,32
432,545,16,58
433,634,17,37
434,438,18,13
435,460,53,77
436,30,57,26
437,477,20,2
438,491,39,43
439,820,42,6
440,325,36,49
441,191,55,32
442,431,27,51
443,485,58,24
444,313,41,5
445,550,28,52
446,227,57,31
447,177,3,23
448,749,60,58
