没什么用拿来占位的第一行，这是第9个文件
0,11982,33,78
1,11382,83,66
2,53,79,48
3,9616,1,67
4,6615,36,83
5,3955,39,40
6,5580,70,9
7,10651,76,24
8,448,45,11
9,3103,62,49
10,3986,4,45
11,756,29,37
12,8471,13,79
13,6426,52,80
14,4156,81,80
15,2739,78,82
16,8913,53,62
17,10431,90,47
18,5656,46,55
19,8490,31,27
20,10437,54,31
21,10703,63,24
22,629,9,37
23,8350,56,52
24,8641,41,42
25,9797,18,83
26,5559,87,46
27,8931,20,45
28,3485,30,54
29,36,13,85
30,10616,44,48
31,10854,28,74
32,1186,12,46
33,4961,38,11
34,8850,15,16
35,7117,71,88
36,3714,26,84
37,4574,6,67
38,7995,32,60
39,3480,75,73
40,5780,54,26
41,7231,26,55
42,8590,21,30
43,6677,15,31
44,7919,60,46
45,4822,19,26
46,125,24,16
47,2388,73,76
48,11099,76,71
49,7207,57,55
50,11555,32,72
51,10577,72,7
52,3329,3,82
53,2439,70,6
54,4255,57,30
55,6123,76,49
56,5485,0,73
57,8253,62,56
58,11357,8,4
59,6633,13,24
60,6469,54,20
61,9127,67,1
62,2166,59,4
63,10417,44,74
64,3194,6,4
65,1697,30,43
66,1042,79,44
67,4592,16,15
68,5623,81,77
69,130,72,90
70,3592,43,17
71,10493,31,47
72,3711,80,15
73,3835,83,60
74,6598,37,29
75,7917,20,59
76,613,68,10
77,9163,44,80
78,11954,1,71
79,8084,15,15
80,5112,53,58
81,2591,18,52
82,11450,38,5
83,11369,23,88
84,4787,45,34
85,7958,33,17
86,3708,64,85
87,9522,46,2
88,9299,6,57
89,3101,4,73
90,9208,55,35
91,10792,68,16
92,4628,90,17
93,5584,36,41
94,11373,3,49
95,1892,53,83
96,2837,32,56
97,3249,21,65
98,8072,53,34
99,10928,63,39
100,649,88,3
101,4827,41,35
102,9954,9,34
103,8094,72,33
104,3432,3,91
105,2565,21,16
106,1762,55,48
107,2339,46,33
108,1107,54,86
109,10370,65,21
110,2565,74,18
111,6803,26,23
112,1673,85,86
113,11328,32,31
114,11138,73,34
115,5536,17,56
116,3536,7,20
117,8141,14,29
118,5577,32,47
119,5494,47,21
120,10641,62,5
121,6576,80,31
122,4092,4,79
123,7816,53,74
124,11682,60,56
125,3062,66,37
126,8552,87,7
127,6636,64,21
128,913,37,17
129,11456,3,64
130,1544,44,35
131,7472,12,79
132,10770,55,83
133,9393,56,8
134,11784,33,68
135,9024,7,43
136,4732,89,39
137,318,9,67
138,10472,12,13
139,653,23,70
140,5582,55,24
141,3824,0,90
142,2180,84,17
143,3026,27,74
144,5339,43,70
145,8958,78,40
146,7420,58,39
147,4258,44,11
148,7614,14,23
149,11768,36,47
150,10214,85,65
151,1591,40,66
152,4475,36,22
153,11661,23,49
154,6261,72,55
155,1012,7,43
156,10622,1,64
157,8348,87,18
158,473,58,32
159,260,40,31
160,6814,18,25
161,10734,19,28
162,6434,72,64
163,6092,51,88
164,6748,65,69
165,8185,58,39
166,8131,0,3
167,10965,33,91
168,5355,40,58
169,1421,70,7
170,871,17,80
171,8232,29,62
172,4029,69,44
173,2443,39,58
174,6850,74,32
175,10236,19,54
176,10616,22,54
177,3055,35,50
178,4164,28,91
179,9908,15,33
180,8407,33,50
181,9873,38,80
182,4248,16,58
183,8359,21,7
184,9514,22,81
185,2678,55,63
186,509,35,86
187,1981,17,84
188,3441,90,76
189,5362,37,54
190,8003,45,87
191,6530,41,34
192,11675,62,14
193,6223,88,89
194,8618,27,75
195,1607,14,39
196,5725,54,74
197,5104,56,91
198,10708,33,53
199,4594,10,91
200,11830,72,8
201,9640,39,13
202,6253,48,75
203,5699,24,72
204,11476,5,62
205,5728,84,39
206,11043,44,2
207,2388,51,21
208,6465,14,55
209,3439,52,28
210,3568,16,9
211,2906,66,12
212,11678,21,60
213,10483,44,84
214,7680,64,53
215,1133,30,46
216,5521,34,53
217,10054,20,14
218,4362,59,82
219,4588,23,44
220,3742,77,23
221,10530,11,89
222,7130,47,19
223,5920,67,63
224,1121,84,90
225,1704,34,29
226,9275,23,63
227,5557,14,83
228,8007,25,15
229,3332,16,38
230,8476,71,79
231,11269,60,90
232,9350,61,46
233,9323,84,76
234,4536,8,69
235,7166,2,67
236,11294,41,90
237,3608,4,13
238,11201,72,1
239,4536,39,17
240,10699,66,51
241,10314,24,21
242,5582,16,45
243,8885,43,38
244,7408,79,9
245,8128,77,11
246,1232,66,15
247,4240,63,20
248,3559,69,1
249,3196,89,3
250,8444,19,32
251,11042,26,56
252,9521,32,35
253,11362,46,78
254,10836,44,30
255,9768,74,70
256,9156,79,45
257,7332,83,17
258,9147,8,50
259,11312,78,48
260,5158,37,67
261,11160,47,3
262,5290,39,89
263,8545,76,44
264,6951,21,51
265,4692,66,89
266,9637,31,77
267,9079,27,32
268,6978,79,3
269,2885,57,45
270,631,37,82
271,11972,11,38
272,10516,3,78
273,2901,66,26
274,9659,41,47
275,2197,83,23
276,1347,65,17
277,8692,1,44
278,4822,7,86
279,4945,62,52
280,959,73,52
281,1307,77,26
282,5384,29,29
283,10005,86,58
284,3236,4,8
285,8264,27,91
286,10505,46,29
287,7466,51,30
288,6126,51,37
289,4687,16,62
290,2108,62,7
291,3546,61,85
292,8864,7,77
293,11703,30,73
294,8255,41,77
295,5823,62,67
296,9449,13,23
297,4771,35,74
298,1571,62,88
299,6826,84,13
300,11420,82,38
301,4336,78,9
302,9896,61,16
303,2263,36,10
304,9042,13,14
305,3539,89,76
306,301,37,90
307,1028,66,88
308,2763,34,59
309,10326,0,15
310,4663,28,7
311,10730,25,48
312,6539,15,72
313,8769,44,17
314,4479,55,31
315,8552,68,83
316,5605,2,83
317,6493,13,59
318,6330,6,2
319,11945,12,2
320,3674,31,84
321,8327,51,18
322,5450,78,87
323,3906,84,4
324,4103,8,59
325,1942,37,90
326,3245,50,1
327,6166,24,14
328,2770,48,74
329,6980,39,87
330,1973,8,81
331,10818,74,41
332,2552,22,83
333,11072,42,76
334,2639,78,48
335,10295,70,85
336,2634,53,7
337,2900,28,85
338,1178,61,42
339,228,58,81
340,10377,57,53
341,287,11,90
342,5390,73,22
343,7874,3,64
344,5211,27,14
345,1526,72,84
346,5371,24,46
347,11054,31,75
348,363,14,8
349,3979,70,67
350,10198,85,33
351,10694,52,7
352,2145,59,43
353,2351,21,47
354,2866,58,37
355,8496,14,73
356,9182,54,60
357,8872,9,54
358,1028,48,68
359,1123,0,11
360,4135,32,5
361,389,80,20
362,702,35,79
363,8329,11,63
364,9286,13,30
365,7267,65,7
366,565,72,61
367,3461,33,70
368,7912,32,27
369,2389,75,27
370,11825,56,23
371,10596,32,66
372,10988,14,10
373,6743,38,75
374,5733,72,88
375,1522,14,25
376,7633,28,60
377,6142,64,56
378,7396,63,88
379,111,39,35
380,967,78,54
381,8163,31,86
382,8392,56,63
383,4502,32,11
384,10843,17,46
385,6280,48,60
386,11660,85,51
387,164,1,24
388,5016,78,51
389,3242,53,53
