没什么用拿来占位的第一行，这是第9个文件
0,986,21,47
1,358,50,4
2,644,55,9
3,46,23,15
4,865,31,8
5,887,32,45
6,213,53,24
7,113,55,2
8,860,52,25
9,329,23,38
10,649,10,2
11,445,51,9
12,851,4,15
13,459,42,19
14,173,56,41
15,482,32,23
16,278,1,19
17,601,43,28
18,954,3,12
19,280,15,2
20,268,47,27
21,669,15,9
22,879,3,36
23,593,67,9
24,613,38,48
25,905,41,23
26,127,41,13
27,747,0,15
28,324,6,26
29,687,10,17
30,738,68,6
31,814,51,43
32,624,1,29
33,811,54,26
34,422,0,46
35,319,18,50
36,94,67,31
37,606,40,14
38,320,73,1
39,447,58,20
40,963,22,5
41,220,48,11
42,662,35,44
43,492,61,22
44,520,17,13
45,917,34,9
46,166,64,30
47,248,35,2
48,412,63,46
49,962,74,27
50,531,6,44
51,738,58,29
52,898,17,36
53,241,33,4
54,712,23,43
55,275,23,3
56,833,71,5
57,864,56,15
58,115,52,45
59,261,63,24
60,987,24,14
61,382,2,26
62,260,47,1
63,596,4,17
64,551,10,5
65,844,58,9
66,848,15,28
67,304,23,47
68,818,49,27
69,765,5,19
70,238,29,45
71,903,64,6
72,628,6,16
73,130,43,16
74,549,1,30
75,403,52,18
76,313,76,42
77,92,59,30
78,989,33,34
79,765,61,50
80,735,65,2
81,429,46,39
82,936,67,36
83,801,64,30
84,617,67,25
85,446,27,14
86,916,36,49
87,209,15,39
88,838,17,48
89,621,17,22
90,522,0,34
91,175,65,49
92,314,60,44
93,901,32,18
94,181,59,40
95,407,74,16
96,70,59,4
97,370,25,33
98,258,71,5
99,256,17,41
100,479,18,13
101,812,26,14
102,511,27,1
103,554,25,38
104,423,62,45
105,962,62,47
106,277,76,17
107,680,21,43
108,614,39,10
109,420,2,48
110,510,51,8
111,323,18,42
112,286,25,41
113,688,62,38
114,977,37,18
115,121,15,5
116,918,25,12
117,634,22,39
118,478,22,25
119,287,41,16
120,35,19,37
121,594,34,19
122,435,70,14
123,575,37,11
124,914,40,33
125,633,61,15
126,138,23,26
127,849,57,15
128,137,36,22
129,611,29,49
130,878,52,35
131,64,48,43
132,685,41,38
133,898,60,23
134,608,50,35
135,942,72,17
136,157,34,16
137,232,14,50
138,198,28,13
139,22,40,12
140,770,50,46
141,304,30,24
142,298,74,37
143,37,52,25
144,210,24,27
145,144,29,10
146,960,2,33
147,927,46,3
148,678,27,14
149,690,45,35
150,601,60,35
151,798,18,1
152,522,26,49
153,910,76,46
154,184,54,3
155,611,72,1
156,822,41,5
