2496,3,0
3607,3,0
1270,3,0
2802,3,0
3227,3,0
2282,3,0
2642,5,0
3514,3,0
3875,5,0
4173,5,0
2620,5,0
3969,5,0
237,5,0
526,5,0
1985,7,0
4060,3,0
1143,7,0
1998,7,0
4769,7,0
946,5,0
2924,7,0
3388,7,0
2893,7,0
2897,7,0
2345,7,0
3178,7,0
1534,7,0
915,0,0
3267,0,0
3381,0,0
3503,0,0
1264,0,0
1945,0,0
3426,0,0
4844,5,0
800,0,0
1294,0,0
3631,0,0
4113,0,0
391,0,0
2538,0,0
4018,0,0
4266,1,0
1736,1,0
4012,1,0
4440,1,0
2726,1,0
1041,1,0
3083,1,0
3341,1,0
141,1,0
1752,1,0
2764,1,0
3066,1,0
497,1,0
1140,1,0
2140,1,0
2735,1,0
3242,5,0
2437,1,0
4041,1,0
2268,1,0
3241,6,0
3427,6,0
345,6,0
1058,6,0
3047,6,0
4391,6,0
1393,6,0
2637,1,0
2849,1,0
3272,6,0
4461,3,0
3997,6,0
419,0,0
1641,6,0
2581,1,0
379,6,0
1912,2,0
2445,2,0
143,2,0
3326,2,0
1949,6,0
3102,2,0
4054,2,0
3315,2,0
630,2,0
518,2,0
1933,2,0
3739,2,0
4971,2,0
2272,1,0
2761,6,0
2770,2,0
3260,4,0
934,6,0
3354,4,0
1611,2,0
3480,4,0
817,4,1
2604,6,1
4154,4,1
4591,4,1
2231,4,1
1578,4,1
3125,4,1
4821,4,1
1544,4,1
1730,4,1
57,4,1
656,4,1
1857,4,1
2183,4,1
3522,4,1
1972,4,1
4215,2,1
632,3,1
1461,3,1
1517,3,2
4584,4,2
1900,4,2
1625,4,2
2212,3,3
4922,6,3
612,5,3
3690,4,3
4316,5,3
4263,3,3
415,3,3
1183,5,4
4049,5,4
154,4,5
1361,4,5
2005,5,5
2189,3,5
1023,4,6
1445,5,6
3543,4,7
858,4,7
2142,4,7
129,7,8
165,5,8
986,7,8
1509,5,8
3589,7,9
2094,7,9
3535,7,9
4336,4,10
1593,4,10
352,5,10
1072,7,11
2669,7,11
2886,5,11
3676,6,11
4351,4,11
2621,7,11
1295,7,13
1241,3,13
4886,3,13
760,3,14
3274,0,14
4957,3,14
127,4,14
1850,0,15
2076,0,16
3698,4,16
36,4,16
1323,4,16
4142,3,17
4569,0,17
1243,2,17
3626,0,17
3767,3,17
740,0,17
754,0,18
1126,5,19
2940,0,19
1404,0,19
1310,4,19
2486,0,19
922,0,21
1202,3,21
2111,0,21
2206,0,21
2287,5,22
164,6,22
343,4,22
390,5,22
1795,1,22
3633,7,22
4488,1,23
3582,6,23
3771,1,23
3908,4,24
4477,0,24
2085,4,24
4051,5,26
4208,1,26
1784,1,27
2188,1,27
2255,1,27
2823,1,28
4401,1,28
2749,4,28
4921,1,28
3612,3,28
3577,4,28
2278,4,28
4898,5,28
4949,5,28
665,1,29
954,1,29
1806,3,29
102,4,29
717,1,29
2331,1,30
2553,6,30
4635,5,30
9,1,30
728,1,31
4981,6,31
1791,4,31
4558,4,31
268,1,31
901,6,32
2239,4,32
2509,4,32
2755,1,32
4897,6,32
511,7,32
2468,6,32
2636,4,32
834,6,32
1351,7,32
412,6,33
1316,3,33
1765,6,33
1135,6,33
2065,5,33
2131,7,35
1793,3,35
3488,7,35
4321,3,35
806,4,35
1325,6,36
1749,0,36
4285,4,36
554,7,36
884,6,37
1662,6,37
3121,5,37
1632,4,40
3384,6,40
4901,4,40
989,5,40
4963,1,40
768,3,40
3080,2,40
3834,5,40
882,7,40
2074,2,40
4483,7,40
1560,6,40
433,1,41
903,2,41
2800,2,41
3040,2,42
4924,6,42
483,5,42
2717,4,42
1257,1,43
4468,6,43
4860,2,43
3249,7,44
4950,7,44
2290,7,44
1049,2,44
4676,2,44
409,6,44
3277,3,46
1456,6,46
796,2,46
963,3,46
1101,2,46
4740,2,46
2487,2,46
1085,2,46
3716,4,48
2541,3,48
3813,2,48
4988,1,48
3730,6,48
4638,4,48
206,3,48
1822,4,49
32,7,49
421,6,49
1601,2,49
2877,6,49
3393,3,49
1341,4,49
2202,1,50
2596,4,50
3516,3,50
1541,2,50
3960,4,50
598,6,50
819,4,51
1043,2,51
2299,6,51
2687,2,51
2002,2,51
2822,0,53
2871,5,53
4969,5,53
251,1,53
918,2,53
1378,0,53
2664,2,54
3243,4,54
3704,1,54
4419,6,54
902,6,54
3392,4,54
