3607,3,0
2496,3,0
2802,3,0
1270,3,0
3227,3,0
2642,3,0
2282,5,0
3875,3,0
3514,3,0
4173,5,0
3969,5,0
2620,5,0
237,3,0
4060,5,0
526,5,0
1985,7,0
4769,7,0
1998,7,0
1143,7,0
2924,5,0
3388,5,0
946,7,0
2893,7,0
2897,7,0
2345,7,0
3178,0,0
1534,3,0
915,0,0
3503,0,0
3381,0,0
3267,0,0
1945,0,0
1264,0,0
4844,5,0
3426,0,0
800,0,0
4113,0,0
3631,0,0
1294,0,0
391,0,0
4018,0,0
2538,1,0
4266,1,0
4440,7,0
1736,0,0
4012,1,0
2726,1,0
3083,1,0
1041,1,0
3341,1,0
3066,1,0
141,1,0
2764,1,0
1752,1,0
3242,7,0
497,1,0
2140,1,0
2735,1,0
1140,1,0
4041,1,0
2437,1,0
2268,1,0
3241,6,0
3427,6,0
345,6,0
1058,6,0
3047,6,0
4391,6,0
1393,6,0
2849,0,0
2637,6,0
4461,7,0
3272,6,0
3997,6,0
419,5,0
2581,5,0
1641,1,0
379,6,0
2445,2,0
1912,2,0
3326,2,0
143,2,0
4054,6,0
1949,2,0
3102,2,0
3315,2,0
630,2,0
518,2,0
4971,2,0
1933,2,0
3739,2,0
2272,5,0
2761,6,0
2770,2,0
3260,4,0
934,5,0
3354,4,0
3480,2,0
1611,4,0
2604,6,1
4591,2,1
4154,2,1
817,3,1
2231,3,1
4821,3,1
1578,4,1
3125,4,1
1730,3,1
1544,4,1
57,4,1
656,4,1
3522,3,1
1857,3,1
2183,4,1
4215,6,1
1972,4,1
4584,4,1
1461,4,1
632,4,1
1900,4,1
4922,4,1
612,4,1
3676,4,1
3274,5,1
1243,4,1
164,6,1
3582,3,1
3633,6,2
3767,2,2
343,2,2
3698,2,2
986,2,2
4477,3,2
4263,3,2
2621,3,2
1509,3,2
352,3,2
1126,3,2
4316,3,2
858,3,2
36,3,2
4898,3,2
1806,2,2
1749,3,3
1316,3,3
2636,3,3
3834,3,3
2239,3,3
834,3,3
4321,3,3
9,5,3
4950,5,3
1351,5,3
1662,5,3
4635,5,3
3384,5,3
2877,3,3
3960,5,3
1784,0,3
1049,1,3
4676,2,3
2188,3,3
409,4,3
3277,5,3
4401,6,3
2255,7,3
2823,0,3
1456,1,3
2749,2,3
4921,3,3
963,4,3
4740,5,3
3612,6,3
1101,7,3
796,0,3
3577,1,3
2278,2,3
2487,3,3
1085,4,3
3716,5,3
4949,6,3
2541,7,3
3813,0,3
4988,1,3
4638,2,3
665,3,3
3730,4,3
954,5,3
206,6,3
1822,7,3
32,0,3
421,1,3
102,2,3
1517,3,3
717,4,3
1601,5,3
2331,6,3
3393,7,3
2553,0,3
1625,1,3
2212,2,3
1341,3,3
2202,4,3
3690,5,3
3516,6,3
2596,7,3
4981,0,3
1541,1,3
728,2,3
598,3,3
415,4,3
1043,5,3
4558,6,3
1791,7,3
1183,0,3
819,1,3
4049,2,3
2687,3,3
2299,4,3
2871,5,3
