2339,0,0
5936,0,0
6429,0,0
8872,0,0
4527,0,0
2561,0,0
617,0,0
670,2,0
2957,2,0
1178,2,0
1914,2,0
5992,3,0
6814,3,0
1487,3,0
7413,4,0
7620,4,0
8633,4,0
2194,5,0
2553,5,0
6505,5,0
4054,1,0
8445,1,0
7800,1,0
146,1,0
5776,6,0
1771,6,0
3306,6,0
4059,6,0
6882,6,0
5422,7,0
7443,7,0
1874,7,0
1647,7,0
4404,0,1
2568,0,1
6621,4,1
1104,2,1
4723,6,1
232,5,1
604,3,1
54,1,1
4735,7,1
6522,0,1
8461,6,1
7112,1,1
2664,5,1
3619,2,1
1966,7,1
6545,3,1
4099,4,1
7676,1,1
5311,6,1
5286,7,1
6774,6,1
3320,7,1
8041,1,1
127,1,1
7908,2,1
4699,6,1
8745,7,1
5270,0,1
6095,6,1
6452,3,1
868,1,1
4231,4,1
1339,7,1
5613,5,1
5989,5,1
6376,0,1
8531,1,1
7406,6,1
3892,1,2
5752,0,2
5844,3,2
8921,1,2
4177,2,2
5803,7,2
4589,2,2
772,6,2
2977,7,2
8596,3,2
2452,6,2
5912,4,2
6433,0,2
6918,7,2
5194,6,2
4198,2,2
8647,3,2
162,4,2
3511,7,2
5586,5,2
7792,0,2
2169,2,2
358,1,2
5726,1,2
3837,3,2
7889,4,2
6017,5,2
1836,1,2
2180,6,2
7822,7,2
7793,0,2
2667,5,2
8769,1,2
1159,6,2
4274,2,2
675,7,2
441,5,2
3133,3,2
6743,4,2
8218,2,2
7076,1,2
7907,5,2
7862,1,2
3068,6,2
4684,7,2
6611,1,2
2564,6,2
4729,7,2
8013,0,2
1767,1,2
8631,3,2
8281,4,2
547,5,2
4608,6,2
7162,7,2
6536,0,2
1954,1,2
6279,2,2
4624,6,2
254,3,2
1877,7,2
5315,4,2
5563,5,2
429,1,2
1074,0,2
8989,6,2
2897,7,2
531,2,2
1509,1,2
1336,6,2
5872,7,2
4090,3,2
6324,4,2
7232,6,2
4029,1,2
7955,7,2
3686,6,2
2395,7,2
6422,0,2
5440,6,2
1305,2,2
2231,7,2
2717,5,2
8897,6,2
1550,7,2
8521,6,2
5603,7,2
2582,6,2
3907,7,2
4280,6,2
7329,7,2
1664,6,2
3958,1,2
4370,7,2
1492,3,2
3186,4,2
3144,0,2
3089,1,2
3092,6,2
4841,5,2
7319,1,2
1099,2,2
2488,3,2
4707,4,3
2389,4,3
6964,5,3
7356,6,3
1131,7,3
7222,4,3
6018,0,3
2933,2,3
2798,5,3
1882,3,3
7191,1,3
8689,4,3
8833,0,3
5676,2,3
4110,3,3
5813,4,3
2321,1,3
249,1,3
7884,0,3
5667,2,3
2102,1,3
4635,3,3
6203,4,3
5297,5,3
1943,0,3
568,2,3
3326,3,3
871,4,3
2542,5,3
3411,0,3
711,1,3
5477,2,3
824,7,3
1781,3,3
8684,4,3
4255,5,3
1669,2,3
957,5,3
2866,1,3
5325,5,3
962,6,3
1241,5,3
6330,5,3
8404,0,3
5388,7,3
4352,3,3
6357,4,3
1644,5,3
5342,5,3
3581,6,3
2184,7,3
5070,0,3
7513,2,3
